secretaria,sigla_uf,instituicao,descricao_empreendimento,municipio,valor_previsto
SETEC,CE,IFCE,Construção Biblioteca Campus Jaguaribe,Jaguaribe,1500000.0
SETEC,CE,IFCE,Construção de  Unidade de Alimentação e Nutrição no Campus Jaguaribe,Jaguaribe,1348599.04
SETEC,CE,IFCE,Equipamento e Mobiliário Restaurante Estudantil Campus Jaguaribe,Jaguaribe,550000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Limoeiro do Norte,Limoeiro do Norte,1435675.54
SETEC,CE,IFCE,Equipamento e Mobiliário Restaurante Estudantil Campus Limoeiro do Norte,Limoeiro do Norte,550000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Maranguape,Maranguape,1395810.79
SETEC,CE,IFCE,Equipamento e Mobiliário Restaurante Estudantil Campus Maranguape,Maranguape,550000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Morada Nova,Morada Nova,1700000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Paracuru,Paracuru,1700000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Quixadá,Quixadá,1444832.35
SETEC,CE,IFCE,Equipamento e Mobiliário Restaurante Estudantil Campus Quixadá,Quixadá,550000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Tabuleiro do Norte,Tabuleiro do Norte,1463346.16
SETEC,CE,IFCE,Equipamento e Mobiliário Restaurante Estudantil Campus Tabuleiro do Norte ,Tabuleiro do Norte,550000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Tauá,Tauá,1330927.28
SETEC,CE,IFCE,Equipamento e Mobiliário Restaurante Estudantil Campus Tauá,Tauá,550000.0
SETEC,CE,IFCE,Reforma da Obra de adequação de salas para a montagem de laboratório NUGETASI (Núcleo de Geração e Transferência de Tecnologia Animal no Sertão dos Inhamuns),Tauá,672412.79
SETEC,CE,IFCE,Conclusão da Construção de Bloco Didático do Campus Tianguá,Tianguá,510001.36
SETEC,CE,IFCE,Construção Biblioteca Campus Tianguá,Tianguá,1500000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Tianguá,Tianguá,1700000.0
SETEC,CE,IFCE,Construção Restaurante Estudantil Campus Ubajara,Ubajara,1700000.0
SETEC,CE,IFCE,Construção Biblioteca Campus Umirim,Umirim,1500000.0
SETEC,DF,IFB,Aquisição de Equipamentos Diversos - Coleta 2023,Brasília,1913804.0
SETEC,DF,IFB,Aquisição de solução de backup e modernização do Data Center,Brasília,1999900.0
SETEC,DF,IFB,Aquisição de usinas fotovoltaicas,Brasília,429826.53
SETEC,DF,IFB,Complemento à Obra de Construção do CFT - Campus Taguatinga,Brasília,527000.0
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Brasília,Brasília,1700000.0
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Ceilândia,Brasília,1700000.0
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Estrutural,Brasília,1700000.0
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Gama,Brasília,1150592.22
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Recanto das Emas,Brasília,763135.7
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Riacho Fundo,Brasília,1700000.0
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Samambaia,Brasília,1150592.22
SETEC,DF,IFB,Construção Restaurante Estudantil Campus São Sebastião,Brasília,1700000.0
SETEC,DF,IFB,Construção Restaurante Estudantil Campus Taguatinga,Brasília,1150592.22
SETEC,DF,IFB,Reforma da sede da Reitoria para tornar viável o uso espaço.,Brasília,5245983.14
SETEC,ES,IFES,Construção Restaurante Estudantil Campus Aracruz,Aracruz,1700000.0
SETEC,ES,IFES,Construção Restaurante Estudantil Campus Cariacica,Cariacica,1700000.0
SETEC,ES,IFES,Moradia Estudantil do Campus Itapina - IFES,Colatina,1300000.0
SETEC,ES,IFES,Construção Biblioteca Campus Guarapari,Guarapari,1500000.0
SETEC,ES,IFES,Construção Biblioteca Campus Ibatiba,Ibatiba,1500000.0
SETEC,ES,IFES,Elaboração de Projetos para Construção do Campus Laranja da Terra,Laranja da Terra,500000.0
SETEC,ES,IFES,Construção Restaurante Estudantil Campus Linhares,Linhares,1700000.0
SETEC,ES,IFES,Complemento da construção do Bloco C - Campus Montanha,Montanha,4963408.8
SETEC,ES,IFES,Construção do Campus Pedro Canário,Pedro Canário,14947000.77
SETEC,ES,IFES,Construção Restaurante Estudantil Campus Centro-Serrano,Santa Maria de Jetibá,1700000.0
SETEC,ES,IFES,Construção da 1ª etapa do ginásio poliesportivo Campus Centro-Serrano.,Santa Maria de Jetibá,1034185.34
SETEC,ES,IFES,Complementação da obra da quadra poliesportiva do Campus Serra.,Serra,840065.67
SETEC,ES,IFES,Construção Restaurante Estudantil Campus São Mateus,São Mateus,1700000.0
SETEC,ES,IFES,Construção Restaurante Estudantil Campus Vila Velha,Vila Velha,1700000.0
SETEC,ES,IFES,Construção Restaurante Estudantil Campus Vitória,Vitória,1700000.0
SETEC,ES,IFES,Elaboração de projetos de arquitetura e engenharia - diversas unidades,Vitória,1500000.0
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Campos Belos,Campos Belos,1700000.0
SETEC,GO,IF Goiano,Equipamento e Mobiliário Restaurante Estudantil Campus Campos Belos,Campos Belos,550000.0
SETEC,GO,IF Goiano,Conclusão da Construção da Sede do Campus Catalão,Catalão,5446447.0
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Catalão,Catalão,1700000.0
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Cristalina,Cristalina,1700000.0
SETEC,GO,IF Goiano,Equipamento e Mobiliário Restaurante Estudantil Campus Cristalina,Cristalina,550000.0
SETEC,GO,IF Goiano,AQUISIÇÃO DE USINAS FOTOVOLTAICAS - IF GOIANO - 2023,Goiânia,1936200.0
SETEC,GO,IF Goiano,Construção Sede da Reitoria,Goiânia,6000000.0
SETEC,GO,IF Goiano,Conclusão da Construção de Pavilhão de Salas de Aula - Hidrolândia,Hidrolândia,309039.52
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Avançado Hidrolândia,Hidrolândia,1700000.0
SETEC,GO,IF Goiano,Equipamento e Mobiliário Restaurante Estudantil Campus Hidrolândia,Hidrolândia,550000.0
SETEC,GO,IF Goiano,Obra Laboratório de Fitopatologia - Campus Avançado Hidrolândia,Hidrolândia,235882.22
SETEC,GO,IF Goiano,Conclusão da Construção de Pavilhão de Salas de Aula - Ipameri,Ipameri,723609.38
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Avançado Ipameri,Ipameri,1700000.0
SETEC,GO,IF Goiano,Construção de Área de Convivência Campus Avançado Ipameri,Ipameri,323669.63
SETEC,GO,IF Goiano,Equipamento e Mobiliário Restaurante Estudantil Campus Ipameri,Ipameri,550000.0
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Iporá,Iporá,1700000.0
SETEC,GO,IF Goiano,Construção Restaurante Estudantil Campus Posse,Posse,1700000.0
SETEC,GO,IF Goiano,Equipamento e Mobiliário Restaurante Estudantil Campus Posse,Posse,550000.0
SETEC,GO,IF Goiano,Conclusão Const. Laboratórios de Engenharia de Alimentos - Rio Verde,Rio Verde,1315571.98
SETEC,GO,IFG,Construção Restaurante Estudantil Campus Anápolis,Anápolis,1700000.0
SETEC,GO,IFG,Equipamento e Mobiliário Restaurante Estudantil Campus Anápolis,Anápolis,550000.0
SETEC,GO,IFG,Construção Restaurante Estudantil Campus Formosa,Formosa,1700000.0
SETEC,GO,IFG,Equipamento e Mobiliário Restaurante Estudantil Campus Formosa,Formosa,550000.0
SETEC,GO,IFG,Centro de Referência e Inovação - CiteLab,Goiânia,483468.94
SETEC,GO,IFG,Conclusão do bloco acadêmico do IFG Campus Goiânia Oeste,Goiânia,11674596.59
SETEC,GO,IFG,Construção Restaurante Estudantil Campus Goiânia,Goiânia,1700000.0
SETEC,GO,IFG,Construção Restaurante Estudantil Campus Goiânia Oeste,Goiânia,1700000.0
SETEC,GO,IFG,Equipamento e Mobiliário Restaurante Estudantil Campus Goiânia,Goiânia,550000.0
SETEC,GO,IFG,Equipamento e Mobiliário Restaurante Estudantil Campus Goiânia Oeste,Goiânia,550000.0
SETEC,GO,IFG,Intervenção e adaptação da área externa da Reitoria do IFG,Goiânia,1014470.5
SETEC,GO,IFG,Reforma do sistema elétrico do IFG Campus Goiânia,Goiânia,1258074.27
SETEC,GO,IFG,Construção do Restaurante Estudantil do IFG Campus Inhumas,Inhumas,1700000.0
SETEC,GO,IFG,Equipamento e Mobiliário Restaurante Estudantil Campus Inhumas,Inhumas,550000.0
SETEC,GO,IFG,Reforma do sistema elétrico do IFG Campus Inhumas,Inhumas,480932.0
SETEC,GO,IFG,Conclusão da Quadra Poliesportiva do Campus Senador Canedo,Senador Canedo,975943.11
SETEC,GO,IFG,Conclusão dos blocos acadêmicos do IFG Campus Senador Canedo,Senador Canedo,11648322.22
SETEC,GO,IFG,Conclusão da quadra poliesportiva do IFG Campus Uruaçu,Uruaçu,873543.73
SETEC,GO,IFG,Construção Restaurante Estudantil Campus Águas Lindas de Goiás,Águas Lindas de Goiás,1700000.0
SETEC,GO,IFG,Equipamento e Mobiliário Restaurante Estudantil Campus Águas Lindas,Águas Lindas de Goiás,550000.0
SETEC,MA,IFMA,Complexo Esportivo do Campus Açailândia,Açailândia,7000000.0
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus Açailândia,Açailândia,1562051.74
SETEC,MA,IFMA,Equipamento e Mobiliário Restaurante Estudantil Campus Açailândia,Açailândia,550000.0
SETEC,MA,IFMA,Construção de quadra poliesportiva - Campus Bacabal ,Bacabal,532848.87
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus Barra do Corda,Barra do Corda,1700000.0
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus Barreirinhas,Barreirinhas,1528351.15
SETEC,MA,IFMA,Construção quadra poliesportiva Campus Barreirinhas,Barreirinhas,462868.54
SETEC,MA,IFMA,Equipamento e Mobiliário Restaurante Estudantil Campus Barreirinhas,Barreirinhas,550000.0
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus Buritucupu,Buriticupu,1700000.0
SETEC,MA,IFMA,Construção do remanescente do Campus Carolina - ID 46658,Carolina,5424735.3
SETEC,MA,IFMA,Construção de quadra poliesportiva - Campus Codó,Codó,415508.49
SETEC,MA,IFMA,"Aquisição de Equipamentos, Mobiliários e Acervo Bibliográfico",Imperatriz,1499242.96
SETEC,MA,IFMA,Construção de quadra poliesportiva - Campus Itapecuru Mirim,Itapecuru Mirim,1500133.84
SETEC,MA,IFMA,Construção de quadra poliesportiva - Campus Pedreiras,Pedreiras,547645.6
SETEC,MA,IFMA,Construção do remanescente do Campus Porto Franco,Porto Franco,6196488.02
SETEC,MA,IFMA,Construção de quadra poliesportiva - Campus São Jose de Ribamar,São José de Ribamar,1234656.0
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus São João dos Patos,São João dos Patos,1562245.47
SETEC,MA,IFMA,Construção Campus São Luís - Centro Histórico,São Luís,7804034.14
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus Timon,Timon,1545767.91
SETEC,MA,IFMA,Construção de quadra poliesportiva - Campus Viana,Viana,1427544.18
SETEC,MA,IFMA,Construção Restaurante Estudantil Campus Vitorino Freire,Vitorino Freire,1700000.0
SETEC,MA,IFMA,Reforma do prédio principal do Campus Zé Doca,Zé Doca,3350640.95
SETEC,MG,CEFET-MG,Construção Biblioteca Uned Araxá,Araxá,1500000.0
SETEC,MG,CEFET-MG,Aquisição de Computadores para Diversas Unidades,Belo Horizonte,1000316.0
SETEC,MG,CEFET-MG,Aquisição de Equipamentos - Coleta 2023,Belo Horizonte,276420.88
SETEC,MG,CEFET-MG,Construção Biblioteca Uned Divinópolis,Divinópolis,1500000.0
SETEC,MG,CEFET-MG,Construção Prédio Laboratórios Mecânica -Campus Divinópolis- ID 54801,Divinópolis,2683000.0
SETEC,MG,CEFET-MG,Salas de Aulas do Campus Divinópolis ,Divinópolis,13000000.0
SETEC,MG,CEFET-MG,Construção Biblioteca Uned Leopoldina,Leopoldina,1500000.0
SETEC,MG,CEFET-MG,Construção Restaurante Estudantil Uned Leopoldina,Leopoldina,1700000.0
SETEC,MG,CEFET-MG,Construção Restaurante Estudantil Uned Nepomuceno,Nepomuceno,1700000.0
SETEC,MG,CEFET-MG,Construção Restaurante Estudantil Uned Timóteo,Timóteo,1700000.0
SETEC,MG,CEFET-MG,Estruturas Acadêmicas e Administrativas do Campus Timóteo,Timóteo,8000000.0
SETEC,MG,CEFET-MG,Retomada de obra: construção Ginásio Poliesportivo - Campus Varginha,Varginha,956405.09
SETEC,MG,CEFET-MG,Retomada obra: Construção Lanchonete/Quiosque - C. Varginha -ID 53003,Varginha,536295.87
SETEC,MG,IF Sudeste MG,Reforma e ampliação Restaurante Estudantil Campus Barbacena,Barbacena,1700000.0
SETEC,MG,IF Sudeste MG,Complexo Esportivo do Campus Bom Sucesso,Bom Sucesso,1700000.0
SETEC,MG,IF Sudeste MG,"Conclusão da Reforma, Ampliação e Adequação do Campus Bom Sucesso",Bom Sucesso,1356498.61
SETEC,MG,IF Sudeste MG,Construção Sede do Campus Cataguases,Cataguases,10000000.0
SETEC,MG,IF Sudeste MG,Construção Sede do Campus Cataguases - Reforma e ampliação,Cataguases,5532101.19
SETEC,MG,IF Sudeste MG,Conclusão do galpão de salas de aula e laboratórios Campus Manhuaçu,Manhuaçu,745989.82
SETEC,MG,IF Sudeste MG,Construção Biblioteca Campus Manhuaçu,Manhuaçu,1500000.0
SETEC,MG,IF Sudeste MG,Construção Restaurante Estudantil Campus Manhuaçu,Manhuaçu,1700000.0
SETEC,MG,IF Sudeste MG,Equipamento e Mobiliário Restaurante Estudantil Campus Rio Pomba,Rio Pomba,550000.0
SETEC,MG,IF Sudeste MG,Reforma e ampliação Restaurante Estudantil Campus Rio Pomba,Rio Pomba,1700000.0
SETEC,MG,IF Sudeste MG,Reforma dos Blocos 2 e 3 - Campus Santos Dumont,Santos Dumont,2079686.57
SETEC,MG,IF Sudeste MG,Obra de Urbanização e Adequação de Acessibilidade - São João Del Rei,São João del Rei,3176972.43
SETEC,MG,IF Sudeste MG,Construção Sede do Campus Ubá,Ubá,15532101.19
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Arcos,Arcos,1700000.0
SETEC,MG,IFMG,Construção de quadra poliesportiva do Campus Arcos,Arcos,3045505.03
SETEC,MG,IFMG,Conclusão da obra do hospital veterinário do Campus Bambuí - ID 52464,Bambuí,1128542.68
SETEC,MG,IFMG,Aquisição de laboratórios de informática e ativos de rede,Belo Horizonte,993487.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Congonhas,Congonhas,3107464.01
SETEC,MG,IFMG,Construção do Restaurante Estudantil Campus Conselheiro Lafaiete,Conselheiro Lafaiete,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Formiga,Formiga,1700000.0
SETEC,MG,IFMG,Construção de quadra poliesportiva Campus Formiga,Formiga,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Governador Valadares,Governador Valadares,1700000.0
SETEC,MG,IFMG,Construção da Biblioteca do Campus Governador Valadares,Governador Valadares,1500000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Ibirité,Ibirité,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Ipatinga,Ipatinga,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Itabirito,Itabirito,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Ouro Branco,Ouro Branco,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Piumhi,Piumhi,1700000.0
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Ponte Nova,Ponte Nova,1700000.0
SETEC,MG,IFMG,Bloco didático(salas de aula) Campus Ribeirão das Neves ID 53525,Ribeirão das Neves,1530180.78
SETEC,MG,IFMG,Construção Restaurante Estudantil Campus Sabará,Sabará,1700000.0
SETEC,MG,IFMG,Restaurante Estudantil do Campus Santa Luzia,Santa Luzia,1700000.0
SETEC,MG,IFMG,Construção de Área de vivência do Campus São João Evangelista,São João Evangelista,3853121.16
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Almenara,Almenara,1700000.0
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Araçuaí,Araçuaí,1700000.0
SETEC,MG,IFNMG,Equipamento e Mobiliário Restaurante Estudantil Campus Araçuaí,Araçuaí,550000.0
SETEC,MG,IFNMG,"Rede de esgoto para campus Araçuaí - O Campus Araçuaí não tem esgosto encanado e se resolve hoje por meio de fossa, o que gera grandes dificuldades ao campus.",Araçuaí,822382.74
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Arinos,Arinos,1700000.0
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Diamantina,Diamantina,1700000.0
SETEC,MG,IFNMG,Equipamento e Mobiliário Restaurante Estudantil Campus Diamantina,Diamantina,550000.0
SETEC,MG,IFNMG,Retomada da obra paralisada do prédio de ensino do Campus Diamantina,Diamantina,2659142.23
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Avançado Janaúba,Janaúba,1700000.0
SETEC,MG,IFNMG,Equipamento e Mobiliário Restaurante Estudantil Campus Avançado Janaúba,Janaúba,550000.0
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Januária,Januária,1700000.0
SETEC,MG,IFNMG,Aquisição Sede da Reitoria do Instituto Federal  do Norte de Minas Gerais,Montes Claros,10000000.0
SETEC,MG,IFNMG,Aquisição de equipamentos e mobiliários para os Campi 2023,Montes Claros,893057.4
SETEC,MG,IFNMG,Conclusão da Construção de Sala do Campus Pirapora,Pirapora,3253385.61
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Pirapora,Pirapora,1700000.0
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Avançado Porteirinha,Porteirinha,1700000.0
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Salinas,Salinas,1700000.0
SETEC,MG,IFNMG,Construção Restaurante Estudantil Campus Teófilo Otoni,Teófilo Otoni,1700000.0
SETEC,MG,IFSULDEMINAS,Construção Biblioteca Campus Avançado Carmo de Minas,Carmo de Minas,1500000.0
SETEC,MG,IFSULDEMINAS,Finalização Processo de Segurança Contra Incêndio e Pânico (PSCIP) Geral,Carmo de Minas,410054.02
SETEC,MG,IFSULDEMINAS,Construção de Auditório - Campus Inconfidentes ID 55124,Inconfidentes,2539796.17
SETEC,MG,IFSULDEMINAS,Construção de bloco de salas de aulas,Machado,3713452.76
SETEC,MG,IFSULDEMINAS,Construção do Polo de Inovação Tecnológica do Campus Machado,Machado,1427833.79
SETEC,MG,IFSULDEMINAS,Construção do Restaurante Estudantil - Campus Machado ID 55109,Machado,1563292.06
SETEC,MG,IFSULDEMINAS,Equipamento e Mobiliário Restaurante Estudantil Campus Machado,Machado,550000.0
SETEC,MG,IFSULDEMINAS,Construção do Auditório Campus Muzambinho ID 53233,Muzambinho,2563263.21
SETEC,MG,IFSULDEMINAS,"Aquisição de Mobiliário, Livros/Folhetos e Equipamentos",Pouso Alegre,2445211.51
SETEC,MG,IFSULDEMINAS,Labsolar - Salas Modulares,Poços de Caldas,530000.0
SETEC,MG,IFSULDEMINAS,Construção Biblioteca Campus Três Corações,Três Corações,1500000.0
SETEC,MG,IFTM,Construção Biblioteca Campus Campina Verde,Campina Verde,1500000.0
SETEC,MG,IFTM,Construção Restaurante Estudantil Campus Campina Verde,Campina Verde,1700000.0
SETEC,MG,IFTM,Construção Biblioteca Campus Patos de Minas,Patos de Minas,1500000.0
SETEC,MG,IFTM,Construção do Refeitório - Campus Patos de Minas,Patos de Minas,1957015.18
SETEC,MG,IFTM,Execução do projeto de acessibilidade - Campus Patos de Minas,Patos de Minas,333042.06
SETEC,MG,IFTM,Construção Biblioteca Campus Patrocínio,Patrocínio,1500000.0
SETEC,MG,IFTM,Construção Restaurante Estudantil Campus Patrocínio,Patrocínio,1700000.0
SETEC,MG,IFTM,Execução Projeto Elétrico fase 1 - PTC,Patrocínio,907516.13
SETEC,MG,IFTM,Aquisição de Mobiliários e Equipamentos Diversos,Uberaba,413640.0
SETEC,MG,IFTM,Aquisição de Usinas Fotovoltaicas - Campi Ituiutaba e Uberaba,Uberaba,4359600.0
SETEC,MG,IFTM,Construção Sede do Campus Uberaba Parque Tecnológico,Uberaba,15532101.19
SETEC,MG,IFTM,Obra de Reestruturação de Alta e Média tensão de energia fase 2 - URA,Uberaba,1341714.53
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Aquidauana,Aquidauana,1700000.0
SETEC,MS,IFMS,Construção Biblioteca Campus Campo Grande,Campo Grande,1500000.0
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Campo Grande,Campo Grande,1700000.0
SETEC,MS,IFMS,Construção do Bloco F do Campus Campo Grande,Campo Grande,2908889.05
SETEC,MS,IFMS,Equipamento e Mobiliário Restaurante Estudantil Campus Campo Grande,Campo Grande,550000.0
SETEC,MS,IFMS,Mobiliário e equipamentos (Bloco F e outros),Campo Grande,3560023.08
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Corumbá,Corumbá,1700000.0
SETEC,MS,IFMS,Construção da Área de Convivência do Campus Corumbá,Corumbá,864670.43
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Coxim,Coxim,1700000.0
SETEC,MS,IFMS,Bloco C do Campus Dourados,Dourados,382294.24
SETEC,MS,IFMS,Construção Biblioteca Campus Dourados,Dourados,1500000.0
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Dourados,Dourados,1700000.0
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Jardim,Jardim,1700000.0
SETEC,MS,IFMS,Construção do Bloco C - Campus Jardim ID 53791,Jardim,1794363.95
SETEC,MS,IFMS,Construção Sede do Campus Naviraí,Naviraí,11064758.01
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Ponta Porã,Ponta Porã,1700000.0
SETEC,MS,IFMS,Construção Restaurante Estudantil Campus Três Lagoas,Três Lagoas,1700000.0
SETEC,MS,IFMS,Construção quadra poliesportiva do Campus Três Lagoas,Três Lagoas,634504.53
SETEC,MT,IFMT,Adequação de Acessibilidade - Campus Barra do Garças,Barra do Garças,500000.0
SETEC,MT,IFMT,Construção Restaurante Estudantil Campus Barra do Garças,Barra do Garças,1700000.0
SETEC,MT,IFMT,Construção Restaurante Estudantil Campus Cuiabá Bela Vista,Cuiabá,1700000.0
SETEC,MT,IFMT,Estruturas Acadêmicas e Administrativas do Campus Diamantino,Diamantino,9000000.0
SETEC,MT,IFMT,Construção Restaurante Estudantil Campus Guarantã do Norte,Guarantã do Norte,1700000.0
SETEC,MT,IFMT,Construção do Restaurante Estudantil Campus Pontes e Lacerda,Pontes e Lacerda,1700000.0
SETEC,MT,IFMT,Construção Restaurante Estudantil Campus Primavera do Leste,Primavera do Leste,1700000.0
SETEC,MT,IFMT,Conclusão Execução do Projeto de Acessibilidade - Campus Rondonópolis,Rondonópolis,914424.31
SETEC,MT,IFMT,Construção Restaurante Estudantil Campus Rondonópolis,Rondonópolis,1700000.0
SETEC,MT,IFMT,Construção do Restaurante Estudantil Campus Sinop,Sinop,1700000.0
SETEC,MT,IFMT,Obra de Construção do Campus Avançado Sinop. ID 53288,Sinop,9072716.07
SETEC,MT,IFMT,Construção do Restaurante Estudantil Campus Sorriso,Sorriso,1700000.0
SETEC,MT,IFMT,Construção do Campus Várzea Grande - 1º etapa ID 32277,Várzea Grande,4290000.0
SETEC,MT,IFMT,Construção do Campus Várzea Grande - 2ª Etapa,Várzea Grande,5136254.89
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Altamira,Altamira,1700000.0
SETEC,PA,IFPA,Construção do Bloco Pedagógico do campus Altamira,Altamira,7547657.59
SETEC,PA,IFPA,Construção Biblioteca Campus Ananindeua,Ananindeua,1500000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Ananindeua,Ananindeua,1700000.0
SETEC,PA,IFPA,Conclusão do Bloco J do Campus Belém,Belém,4749613.36
SETEC,PA,IFPA,Retomada da Construção do bloco L do campus Belém,Belém,10267004.95
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Breves,Breves,1700000.0
SETEC,PA,IFPA,Construção do restaurante estudantil do campus Castanhal,Castanhal,5011598.81
SETEC,PA,IFPA,Retomada da obra de construção do bloco de laboratórios de organismos aquáticos do campus Castanhal,Castanhal,5066327.76
SETEC,PA,IFPA,Retomada da obra de construção do bloco de pós graduação do campus Castanhal,Castanhal,4987000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Conceição do Araguaia,Conceição do Araguaia,1700000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Marabá Industrial,Marabá,1700000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Parauapebas,Parauapebas,1700000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Santarém,Santarém,1700000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Tucuruí,Tucuruí,1700000.0
SETEC,PA,IFPA,Construção Restaurante Estudantil Campus Óbidos,Óbidos,1700000.0
SETEC,PB,IFPB,Construção Sede do Campus Avançado Areia,Areia,15532101.19
SETEC,PB,IFPB,Construção Biblioteca Campus Esperança,Esperança,1500000.0
SETEC,PB,IFPB,Construção Restaurante Estudantil Campus Esperança,Esperança,1700000.0
SETEC,PB,IFPB,Construção Biblioteca Campus Guarabira,Guarabira,1500000.0
SETEC,PB,IFPB,Construção Biblioteca Campus Itabaiana,Itabaiana,1500000.0
SETEC,PB,IFPB,Construção Restaurante Estudantil Campus Itabaiana,Itabaiana,1700000.0
SETEC,PB,IFPB,Construção Restaurante Estudantil Campus Itaporanga,Itaporanga,1700000.0
SETEC,PB,IFPB,Construção Sede do Campus Avançado João Pessoa Mangabeira,João Pessoa,15532101.19
SETEC,PB,IFPB,Construção da nova sede da Reitoria do IFPB - ID 52628,João Pessoa,4100000.0
SETEC,PB,IFPB,Obra de Adequações de Acessibilidade - Campus João Pessoa,João Pessoa,1352912.13
SETEC,PB,IFPB,Construção Sede do Campus Avançado Pedras de Fogo,Pedras de Fogo,6089352.44
SETEC,PB,IFPB,Construção Sede do Campus Avançado Pedras de Fogo - Ginásio Poliesportivo,Pedras de Fogo,3684672.75
SETEC,PB,IFPB,Construção sede do campus Pedras de Fogo etapa II,Pedras de Fogo,5758076.0
SETEC,PB,IFPB,Obra de Recuperação Estrutural - Bloco Administrativo - Campus Picuí,Picuí,621353.39
SETEC,PB,IFPB,Obra de PPCIP - Campus Princesa Isabel,Princesa Isabel,362167.43
SETEC,PB,IFPB,Construção Biblioteca Campus Santa Luzia,Santa Luzia,1500000.0
SETEC,PB,IFPB,Construção Restaurante Estudantil Campus Santa Luzia,Santa Luzia,1700000.0
SETEC,PB,IFPB,Construção Biblioteca Campus Santa Rita,Santa Rita,1500000.0
SETEC,PB,IFPB,Construção Restaurante Estudantil Campus Santa Rita,Santa Rita,1700000.0
SETEC,PE,IF Sertão-PE,Construção Biblioteca Campus Floresta,Floresta,1500000.0
SETEC,PE,IF Sertão-PE,Aquisição de material bibliográfico devido danos incidentes climáticos,Petrolina,589169.81
SETEC,PE,IF Sertão-PE,Atualização parque tecnológico e infraestr. de wifi e segurança dados,Petrolina,4505548.55
SETEC,PE,IF Sertão-PE,Construção Biblioteca Campus Petrolina Zona Rural,Petrolina,1500000.0
SETEC,PE,IF Sertão-PE,Construção Sede da Reitoria Reitoria do Instituto Federal do Sertão Pernambucano,Petrolina,10000000.0
